speciesKey,OBJECTID,binomial_BL,binomial_jetz,label,binomial_gbif,PatchClade,Hackett_FineClades,Hackett_CoarseClades,BLFamilyEnglish,English,presence,origin,seasonal,dist_comm,Shape_Length,Shape_Area,IOCOrder,BLFamilyLatin,genus,species,PassNonPass,OscSubOsc,EnMexico,binomial_mx,Nombre.Español,Nombre.Inglés,Endemismo,Residente,Transitoria,Migratoria,Endemica,Mountain_ID,Min_elevation,Max_elevation,Continent,Mountain.Range,Uplift_Start,Mountains,Path_raster,Path_occ,SDM_done,OCC_done,Palearctic,Northern.Nearctic,Nearctic.Region,Mexican.Transition.Zone,Mesoamerican.dominion,Pacific.dominion,Antillean.subregion,Boreal.Brazilian.dominion,South.Brazilian.dominion,South.eastern.Amazonian.dominion,Chacoan.dominion,Parana.dominion,South.American.Transition.Zone,Afrotropical,Madagascan,Sino.Japanese,Oriental,Saharo.Arabian,Australian,Andean.region,Australasia,Ocean,Nearctic_TOTAL,Neotropics_TOTAL,Palearctic_REALM,Paleotropical_REALM,Austral,Mexican_TOTAL,Subregion,Realm,ZTM_end
2476195,2432,Florisuga mellivora,Florisuga mellivora,Florisuga_mellivora,Florisuga mellivora,Trochilidae,Hummingbirds,Hummingbirds,Hummingbirds,White-necked Jacobin,1,1,1, ,16.26335108,3.692454142,Apodiformes,Trochilidae,Florisuga,mellivora,NONPASSERIFORMES,NONPASSERIFORMES,México,Florisuga mellivora,Colibrí Capucha Azul,White-necked Jacobin,No,Residente,No Transitoria,No Migratoria,No,405,0,1600,Latin America and the Caribbean,Northern South America,100,Mountain,D:/R_spatial/output/birds_sdm/thresholded/2476195_Florisuga_mellivora.tif,D:/R_spatial/output/occ_birds_mtz/2476195_Florisuga_mellivora.RDS,done,done,0,0,0,0.006383778,0.02253098,0.13931656,0,0.379271498,0.306796846,0.113030417,0.019526849,0,0.013143072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028914758,Boreal.Brazilian.dominion,Neotropics_TOTAL,7
2476195,2432,Florisuga mellivora,Florisuga mellivora,Florisuga_mellivora,Florisuga mellivora,Trochilidae,Hummingbirds,Hummingbirds,Hummingbirds,White-necked Jacobin,1,1,1, ,16.26335108,3.692454142,Apodiformes,Trochilidae,Florisuga,mellivora,NONPASSERIFORMES,NONPASSERIFORMES,México,Florisuga mellivora,Colibrí Capucha Azul,White-necked Jacobin,No,Residente,No Transitoria,No Migratoria,No,304,0,900,North-America,Mexico,100,Mountain,D:/R_spatial/output/birds_sdm/thresholded/2476195_Florisuga_mellivora.tif,D:/R_spatial/output/occ_birds_mtz/2476195_Florisuga_mellivora.RDS,done,done,0,0,0,0.006383778,0.02253098,0.13931656,0,0.379271498,0.306796846,0.113030417,0.019526849,0,0.013143072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028914758,Boreal.Brazilian.dominion,Neotropics_TOTAL,7
2476195,2432,Florisuga mellivora,Florisuga mellivora,Florisuga_mellivora,Florisuga mellivora,Trochilidae,Hummingbirds,Hummingbirds,Hummingbirds,White-necked Jacobin,1,1,1, ,16.26335108,3.692454142,Apodiformes,Trochilidae,Florisuga,mellivora,NONPASSERIFORMES,NONPASSERIFORMES,México,Florisuga mellivora,Colibrí Capucha Azul,White-necked Jacobin,No,Residente,No Transitoria,No Migratoria,No,401,0,900,Latin America and the Caribbean,Sierra Madre de Chiapas,20,Mountain,D:/R_spatial/output/birds_sdm/thresholded/2476195_Florisuga_mellivora.tif,D:/R_spatial/output/occ_birds_mtz/2476195_Florisuga_mellivora.RDS,done,done,0,0,0,0.006383778,0.02253098,0.13931656,0,0.379271498,0.306796846,0.113030417,0.019526849,0,0.013143072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028914758,Boreal.Brazilian.dominion,Neotropics_TOTAL,7
2476195,2433,Florisuga mellivora,Florisuga mellivora,Florisuga_mellivora,Florisuga mellivora,Trochilidae,Hummingbirds,Hummingbirds,Hummingbirds,White-necked Jacobin,1,1,1, ,390.62159,660.7445264,Apodiformes,Trochilidae,Florisuga,mellivora,NONPASSERIFORMES,NONPASSERIFORMES,México,Florisuga mellivora,Colibrí Capucha Azul,White-necked Jacobin,No,Residente,No Transitoria,No Migratoria,No,404,0,900,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/2476195_Florisuga_mellivora.tif,D:/R_spatial/output/occ_birds_mtz/2476195_Florisuga_mellivora.RDS,done,done,0,0,0,0.006383778,0.02253098,0.13931656,0,0.379271498,0.306796846,0.113030417,0.019526849,0,0.013143072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028914758,Boreal.Brazilian.dominion,Neotropics_TOTAL,7
2476195,2433,Florisuga mellivora,Florisuga mellivora,Florisuga_mellivora,Florisuga mellivora,Trochilidae,Hummingbirds,Hummingbirds,Hummingbirds,White-necked Jacobin,1,1,1, ,390.62159,660.7445264,Apodiformes,Trochilidae,Florisuga,mellivora,NONPASSERIFORMES,NONPASSERIFORMES,México,Florisuga mellivora,Colibrí Capucha Azul,White-necked Jacobin,No,Residente,No Transitoria,No Migratoria,No,404,0,1500,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/2476195_Florisuga_mellivora.tif,D:/R_spatial/output/occ_birds_mtz/2476195_Florisuga_mellivora.RDS,done,done,0,0,0,0.006383778,0.02253098,0.13931656,0,0.379271498,0.306796846,0.113030417,0.019526849,0,0.013143072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028914758,Boreal.Brazilian.dominion,Neotropics_TOTAL,7
2476195,2433,Florisuga mellivora,Florisuga mellivora,Florisuga_mellivora,Florisuga mellivora,Trochilidae,Hummingbirds,Hummingbirds,Hummingbirds,White-necked Jacobin,1,1,1, ,390.62159,660.7445264,Apodiformes,Trochilidae,Florisuga,mellivora,NONPASSERIFORMES,NONPASSERIFORMES,México,Florisuga mellivora,Colibrí Capucha Azul,White-necked Jacobin,No,Residente,No Transitoria,No Migratoria,No,404,0,1600,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/2476195_Florisuga_mellivora.tif,D:/R_spatial/output/occ_birds_mtz/2476195_Florisuga_mellivora.RDS,done,done,0,0,0,0.006383778,0.02253098,0.13931656,0,0.379271498,0.306796846,0.113030417,0.019526849,0,0.013143072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028914758,Boreal.Brazilian.dominion,Neotropics_TOTAL,7
2476195,2433,Florisuga mellivora,Florisuga mellivora,Florisuga_mellivora,Florisuga mellivora,Trochilidae,Hummingbirds,Hummingbirds,Hummingbirds,White-necked Jacobin,1,1,1, ,390.62159,660.7445264,Apodiformes,Trochilidae,Florisuga,mellivora,NONPASSERIFORMES,NONPASSERIFORMES,México,Florisuga mellivora,Colibrí Capucha Azul,White-necked Jacobin,No,Residente,No Transitoria,No Migratoria,No,404,0,1200,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/2476195_Florisuga_mellivora.tif,D:/R_spatial/output/occ_birds_mtz/2476195_Florisuga_mellivora.RDS,done,done,0,0,0,0.006383778,0.02253098,0.13931656,0,0.379271498,0.306796846,0.113030417,0.019526849,0,0.013143072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028914758,Boreal.Brazilian.dominion,Neotropics_TOTAL,7
2476195,2433,Florisuga mellivora,Florisuga mellivora,Florisuga_mellivora,Florisuga mellivora,Trochilidae,Hummingbirds,Hummingbirds,Hummingbirds,White-necked Jacobin,1,1,1, ,390.62159,660.7445264,Apodiformes,Trochilidae,Florisuga,mellivora,NONPASSERIFORMES,NONPASSERIFORMES,México,Florisuga mellivora,Colibrí Capucha Azul,White-necked Jacobin,No,Residente,No Transitoria,No Migratoria,No,402,0,900,Latin America and the Caribbean,Central America,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/2476195_Florisuga_mellivora.tif,D:/R_spatial/output/occ_birds_mtz/2476195_Florisuga_mellivora.RDS,done,done,0,0,0,0.006383778,0.02253098,0.13931656,0,0.379271498,0.306796846,0.113030417,0.019526849,0,0.013143072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028914758,Boreal.Brazilian.dominion,Neotropics_TOTAL,7
2476195,2433,Florisuga mellivora,Florisuga mellivora,Florisuga_mellivora,Florisuga mellivora,Trochilidae,Hummingbirds,Hummingbirds,Hummingbirds,White-necked Jacobin,1,1,1, ,390.62159,660.7445264,Apodiformes,Trochilidae,Florisuga,mellivora,NONPASSERIFORMES,NONPASSERIFORMES,México,Florisuga mellivora,Colibrí Capucha Azul,White-necked Jacobin,No,Residente,No Transitoria,No Migratoria,No,405,0,1600,Latin America and the Caribbean,Northern South America,100,Mountain,D:/R_spatial/output/birds_sdm/thresholded/2476195_Florisuga_mellivora.tif,D:/R_spatial/output/occ_birds_mtz/2476195_Florisuga_mellivora.RDS,done,done,0,0,0,0.006383778,0.02253098,0.13931656,0,0.379271498,0.306796846,0.113030417,0.019526849,0,0.013143072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028914758,Boreal.Brazilian.dominion,Neotropics_TOTAL,7
2476195,2433,Florisuga mellivora,Florisuga mellivora,Florisuga_mellivora,Florisuga mellivora,Trochilidae,Hummingbirds,Hummingbirds,Hummingbirds,White-necked Jacobin,1,1,1, ,390.62159,660.7445264,Apodiformes,Trochilidae,Florisuga,mellivora,NONPASSERIFORMES,NONPASSERIFORMES,México,Florisuga mellivora,Colibrí Capucha Azul,White-necked Jacobin,No,Residente,No Transitoria,No Migratoria,No,304,0,900,North-America,Mexico,100,Mountain,D:/R_spatial/output/birds_sdm/thresholded/2476195_Florisuga_mellivora.tif,D:/R_spatial/output/occ_birds_mtz/2476195_Florisuga_mellivora.RDS,done,done,0,0,0,0.006383778,0.02253098,0.13931656,0,0.379271498,0.306796846,0.113030417,0.019526849,0,0.013143072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028914758,Boreal.Brazilian.dominion,Neotropics_TOTAL,7
2476195,2433,Florisuga mellivora,Florisuga mellivora,Florisuga_mellivora,Florisuga mellivora,Trochilidae,Hummingbirds,Hummingbirds,Hummingbirds,White-necked Jacobin,1,1,1, ,390.62159,660.7445264,Apodiformes,Trochilidae,Florisuga,mellivora,NONPASSERIFORMES,NONPASSERIFORMES,México,Florisuga mellivora,Colibrí Capucha Azul,White-necked Jacobin,No,Residente,No Transitoria,No Migratoria,No,401,0,900,Latin America and the Caribbean,Sierra Madre de Chiapas,20,Mountain,D:/R_spatial/output/birds_sdm/thresholded/2476195_Florisuga_mellivora.tif,D:/R_spatial/output/occ_birds_mtz/2476195_Florisuga_mellivora.RDS,done,done,0,0,0,0.006383778,0.02253098,0.13931656,0,0.379271498,0.306796846,0.113030417,0.019526849,0,0.013143072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.028914758,Boreal.Brazilian.dominion,Neotropics_TOTAL,7
5228236,2479,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,1,1,1, ,410.3729501,633.1921619,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,404,0,900,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2479,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,1,1,1, ,410.3729501,633.1921619,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,404,0,1300,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2479,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,1,1,1, ,410.3729501,633.1921619,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,404,0,1100,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2479,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,1,1,1, ,410.3729501,633.1921619,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,404,0,850,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2479,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,1,1,1, ,410.3729501,633.1921619,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,402,0,900,Latin America and the Caribbean,Central America,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2479,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,1,1,1, ,410.3729501,633.1921619,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,405,0,400,Latin America and the Caribbean,Northern South America,100,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2479,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,1,1,1, ,410.3729501,633.1921619,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,401,0,900,Latin America and the Caribbean,Sierra Madre de Chiapas,20,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2479,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,1,1,1, ,410.3729501,633.1921619,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,304,0,900,North-America,Mexico,100,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2479,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,1,1,1, ,410.3729501,633.1921619,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,406,0,900,Latin America and the Caribbean,Eastern South America,110,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2480,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,3,1,1, ,0.313867439,0.007818585,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,404,0,900,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2480,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,3,1,1, ,0.313867439,0.007818585,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,404,0,1300,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2480,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,3,1,1, ,0.313867439,0.007818585,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,404,0,1100,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2480,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,3,1,1, ,0.313867439,0.007818585,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,404,0,850,Latin America and the Caribbean,Andes,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2480,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,3,1,1, ,0.313867439,0.007818585,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,402,0,900,Latin America and the Caribbean,Central America,25,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2480,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,3,1,1, ,0.313867439,0.007818585,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,405,0,400,Latin America and the Caribbean,Northern South America,100,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2480,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,3,1,1, ,0.313867439,0.007818585,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,401,0,900,Latin America and the Caribbean,Sierra Madre de Chiapas,20,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2480,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,3,1,1, ,0.313867439,0.007818585,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,304,0,900,North-America,Mexico,100,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
5228236,2480,Galbula ruficauda,Galbula ruficauda,Galbula_ruficauda,Galbula ruficauda,Galbulidae,Jacamars,"Puffbirds, Jacamars",Jacamars,Rufous-tailed Jacamar,3,1,1, ,0.313867439,0.007818585,Piciformes,Galbulidae,Galbula,ruficauda,NONPASSERIFORMES,NONPASSERIFORMES,México,Galbula ruficauda,Jacamar Cola Canela,Rufous-tailed Jacamar,No,Residente,No Transitoria,No Migratoria,No,406,0,900,Latin America and the Caribbean,Eastern South America,110,Mountain,D:/R_spatial/output/birds_sdm/thresholded/5228236_Galbula_ruficauda.tif,D:/R_spatial/output/occ_birds_mtz/5228236_Galbula_ruficauda.RDS,done,done,0,0,0,0.007889546,0.033530572,0.108086785,0,0.072189349,0.207100592,0.127810651,0.348717949,0.090335306,0.00433925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.041420118,Chacoan.dominion,Neotropics_TOTAL,7
